edad,ingresos_familiares,asistencia,horas_estudio,tiempo_redes_sociales,calificacion_final
22.0,30000.0,79.0,13.0,2.0,aprueba
18.0,40000.0,73.0,15.0,3.0,aprueba
21.0,60000.0,79.0,18.0,5.0,aprueba
19.0,30000.0,79.0,6.0,14.0,reprueba
18.0,40000.0,91.0,20.0,5.0,aprueba
21.0,40000.0,92.0,2.0,5.0,reprueba
22.0,40000.0,80.0,20.0,5.0,aprueba
21.0,60000.0,85.0,18.0,1.0,reprueba
21.0,30000.0,79.0,4.0,2.0,reprueba
19.0,50000.0,80.0,19.0,4.0,aprueba
22.0,75000.0,84.0,16.0,4.0,aprueba
21.0,75000.0,84.0,11.0,14.0,reprueba
22.0,40000.0,93.0,20.0,3.0,aprueba
22.0,75000.0,98.0,17.0,1.0,aprueba
22.0,60000.0,97.0,17.0,5.0,aprueba
21.0,75000.0,80.0,7.0,10.0,reprueba
18.0,40000.0,95.0,18.0,15.0,reprueba
21.0,40000.0,86.0,12.0,4.0,aprueba
18.0,40000.0,70.0,3.0,15.0,reprueba
21.0,75000.0,76.0,14.0,1.0,aprueba
21.0,30000.0,86.0,13.0,4.0,aprueba
22.0,75000.0,82.0,18.0,3.0,aprueba
18.0,75000.0,84.0,11.0,5.0,aprueba
20.0,60000.0,93.0,7.0,11.0,reprueba
21.0,75000.0,94.0,15.0,3.0,aprueba
22.0,50000.0,77.0,12.0,15.0,reprueba
18.0,50000.0,98.0,11.0,6.0,aprueba
18.0,60000.0,70.0,15.0,6.0,aprueba
22.0,50000.0,98.0,15.0,6.0,reprueba
22.0,75000.0,75.0,15.0,2.0,aprueba
18.0,50000.0,81.0,11.0,15.0,reprueba
18.0,60000.0,74.0,19.0,5.0,reprueba
20.0,30000.0,74.0,18.0,5.0,aprueba
22.0,75000.0,83.0,13.0,3.0,aprueba
19.0,40000.0,94.0,4.0,10.0,reprueba
20.0,60000.0,67.0,3.0,3.0,reprueba
20.0,40000.0,91.0,9.0,6.0,aprueba
22.0,30000.0,92.0,4.0,11.0,reprueba
21.0,30000.0,78.0,7.0,1.0,aprueba
22.0,50000.0,68.0,19.0,2.0,reprueba
20.0,50000.0,73.0,15.0,6.0,reprueba
19.0,75000.0,94.0,2.0,10.0,reprueba
20.0,40000.0,81.0,14.0,4.0,aprueba
19.0,50000.0,82.0,13.0,12.0,reprueba
18.0,40000.0,99.0,15.0,6.0,aprueba
22.0,30000.0,88.0,15.0,12.0,reprueba
20.0,30000.0,82.0,4.0,14.0,reprueba
22.0,40000.0,85.0,3.0,10.0,reprueba
19.0,60000.0,65.0,16.0,13.0,reprueba
19.0,75000.0,70.0,11.0,13.0,reprueba
22.0,50000.0,72.0,10.0,13.0,reprueba
19.0,75000.0,86.0,17.0,2.0,aprueba
18.0,50000.0,100.0,2.0,2.0,reprueba
21.0,60000.0,71.0,4.0,12.0,reprueba
22.0,50000.0,88.0,10.0,2.0,aprueba
21.0,50000.0,79.0,2.0,12.0,reprueba
19.0,30000.0,82.0,8.0,1.0,aprueba
19.0,30000.0,74.0,5.0,5.0,reprueba
19.0,60000.0,77.0,17.0,6.0,aprueba
22.0,75000.0,88.0,16.0,3.0,aprueba
20.0,40000.0,82.0,14.0,4.0,aprueba
18.0,60000.0,78.0,14.0,6.0,reprueba
20.0,75000.0,80.0,3.0,11.0,reprueba
20.0,40000.0,94.0,17.0,2.0,aprueba
22.0,30000.0,93.0,5.0,6.0,aprueba
18.0,40000.0,88.0,16.0,11.0,reprueba
20.0,30000.0,99.0,5.0,2.0,aprueba
20.0,40000.0,71.0,10.0,1.0,aprueba
18.0,30000.0,77.0,11.0,4.0,aprueba
18.0,50000.0,96.0,12.0,3.0,aprueba
21.0,75000.0,83.0,12.0,1.0,aprueba
18.0,30000.0,78.0,13.0,2.0,aprueba
22.0,40000.0,73.0,11.0,5.0,aprueba
19.0,30000.0,70.0,20.0,1.0,aprueba
22.0,30000.0,99.0,6.0,5.0,aprueba
21.0,75000.0,67.0,4.0,11.0,reprueba
19.0,40000.0,75.0,3.0,12.0,reprueba
18.0,50000.0,72.0,2.0,10.0,reprueba
19.0,75000.0,83.0,2.0,12.0,reprueba
18.0,40000.0,78.0,5.0,10.0,reprueba
21.0,75000.0,90.0,9.0,1.0,aprueba
22.0,50000.0,90.0,15.0,6.0,aprueba
19.0,30000.0,72.0,3.0,5.0,reprueba
20.0,50000.0,91.0,18.0,4.0,aprueba
19.0,50000.0,90.0,15.0,6.0,aprueba
22.0,50000.0,80.0,2.0,3.0,reprueba
20.0,40000.0,83.0,13.0,5.0,aprueba
18.0,75000.0,76.0,12.0,6.0,aprueba
20.0,40000.0,75.0,3.0,12.0,reprueba
20.0,40000.0,92.0,15.0,14.0,reprueba
18.0,40000.0,81.0,3.0,11.0,reprueba
22.0,30000.0,90.0,15.0,11.0,reprueba
20.0,60000.0,78.0,2.0,3.0,reprueba
20.0,75000.0,89.0,8.0,3.0,aprueba
19.0,75000.0,78.0,2.0,11.0,reprueba
22.0,50000.0,81.0,6.0,15.0,reprueba
19.0,75000.0,71.0,3.0,14.0,reprueba
22.0,40000.0,69.0,13.0,10.0,reprueba
21.0,60000.0,80.0,17.0,10.0,reprueba
21.0,50000.0,88.0,10.0,6.0,aprueba
21.0,30000.0,98.0,2.0,3.0,reprueba
19.0,75000.0,94.0,14.0,15.0,reprueba
19.0,30000.0,98.0,7.0,4.0,aprueba
18.0,60000.0,76.0,2.0,10.0,reprueba
18.0,75000.0,70.0,11.0,12.0,reprueba
22.0,50000.0,77.0,15.0,13.0,reprueba
22.0,50000.0,72.0,4.0,13.0,reprueba
21.0,50000.0,96.0,17.0,10.0,reprueba
22.0,75000.0,100.0,19.0,4.0,aprueba
21.0,30000.0,86.0,4.0,4.0,reprueba
18.0,30000.0,73.0,2.0,13.0,reprueba
19.0,30000.0,72.0,11.0,4.0,aprueba
18.0,60000.0,88.0,17.0,15.0,reprueba
18.0,30000.0,83.0,19.0,6.0,aprueba
19.0,50000.0,91.0,19.0,1.0,aprueba
18.0,30000.0,93.0,17.0,1.0,aprueba
20.0,30000.0,65.0,2.0,14.0,reprueba
22.0,60000.0,98.0,17.0,15.0,reprueba
20.0,40000.0,86.0,8.0,5.0,aprueba
22.0,75000.0,73.0,11.0,14.0,reprueba
22.0,40000.0,76.0,7.0,6.0,reprueba
19.0,75000.0,80.0,14.0,4.0,reprueba
20.0,40000.0,85.0,16.0,2.0,reprueba
19.0,30000.0,95.0,16.0,1.0,aprueba
19.0,50000.0,75.0,4.0,13.0,reprueba
21.0,30000.0,70.0,8.0,2.0,reprueba
21.0,30000.0,83.0,17.0,5.0,aprueba
19.0,60000.0,94.0,12.0,1.0,aprueba
18.0,30000.0,71.0,18.0,11.0,reprueba
19.0,40000.0,85.0,14.0,1.0,aprueba
18.0,30000.0,87.0,6.0,1.0,aprueba
18.0,50000.0,93.0,16.0,2.0,aprueba
20.0,60000.0,86.0,16.0,1.0,aprueba
21.0,75000.0,73.0,3.0,2.0,reprueba
19.0,75000.0,76.0,5.0,4.0,reprueba
19.0,75000.0,73.0,4.0,13.0,reprueba
21.0,60000.0,89.0,17.0,6.0,aprueba
22.0,60000.0,75.0,4.0,1.0,reprueba
22.0,75000.0,70.0,19.0,5.0,reprueba
20.0,30000.0,98.0,18.0,1.0,aprueba
19.0,50000.0,75.0,2.0,10.0,reprueba
21.0,30000.0,72.0,16.0,1.0,aprueba
19.0,30000.0,87.0,20.0,1.0,aprueba
20.0,60000.0,81.0,10.0,6.0,aprueba
22.0,75000.0,68.0,2.0,11.0,reprueba
21.0,50000.0,72.0,5.0,6.0,aprueba
21.0,50000.0,77.0,11.0,14.0,reprueba
19.0,60000.0,71.0,14.0,14.0,reprueba
22.0,40000.0,80.0,17.0,4.0,aprueba
19.0,50000.0,78.0,17.0,6.0,aprueba
21.0,40000.0,73.0,20.0,1.0,aprueba
19.0,60000.0,83.0,13.0,14.0,reprueba
21.0,75000.0,70.0,2.0,10.0,reprueba
18.0,50000.0,80.0,10.0,1.0,aprueba
22.0,50000.0,71.0,5.0,15.0,reprueba
19.0,40000.0,85.0,2.0,5.0,reprueba
20.0,75000.0,75.0,16.0,1.0,aprueba
20.0,75000.0,89.0,2.0,15.0,reprueba
22.0,30000.0,88.0,7.0,5.0,aprueba
21.0,50000.0,81.0,10.0,2.0,aprueba
21.0,50000.0,86.0,17.0,3.0,aprueba
22.0,50000.0,98.0,8.0,3.0,aprueba
21.0,30000.0,78.0,6.0,2.0,reprueba
20.0,60000.0,,12.0,6.0,reprueba
22.0,50000.0,68.0,4.0,5.0,reprueba
22.0,,79.0,5.0,1.0,aprueba
,50000.0,99.0,15.0,1.0,aprueba
22.0,40000.0,71.0,8.0,4.0,aprueba
18.0,40000.0,92.0,18.0,3.0,reprueba
18.0,75000.0,95.0,20.0,2.0,aprueba
,40000.0,70.0,4.0,15.0,reprueba
,60000.0,82.0,14.0,6.0,aprueba
19.0,75000.0,70.0,16.0,6.0,aprueba
18.0,75000.0,93.0,11.0,5.0,aprueba
18.0,50000.0,80.0,2.0,14.0,reprueba
20.0,60000.0,75.0,3.0,14.0,reprueba
19.0,75000.0,66.0,6.0,14.0,reprueba
20.0,30000.0,95.0,17.0,3.0,aprueba
22.0,30000.0,85.0,12.0,1.0,aprueba
18.0,75000.0,80.0,2.0,14.0,reprueba
20.0,40000.0,95.0,19.0,1.0,aprueba
20.0,50000.0,88.0,16.0,14.0,reprueba
21.0,30000.0,99.0,2.0,10.0,reprueba
20.0,50000.0,79.0,7.0,14.0,reprueba
19.0,50000.0,92.0,20.0,13.0,reprueba
21.0,30000.0,76.0,3.0,5.0,reprueba
21.0,60000.0,89.0,8.0,4.0,aprueba
19.0,30000.0,86.0,4.0,6.0,reprueba
22.0,75000.0,82.0,8.0,5.0,aprueba
22.0,40000.0,97.0,14.0,4.0,aprueba
18.0,40000.0,86.0,7.0,3.0,aprueba
20.0,60000.0,70.0,3.0,15.0,reprueba
22.0,75000.0,78.0,7.0,4.0,aprueba
22.0,30000.0,87.0,3.0,15.0,reprueba
21.0,30000.0,77.0,4.0,14.0,reprueba
19.0,40000.0,77.0,18.0,3.0,aprueba
21.0,50000.0,78.0,4.0,12.0,reprueba
20.0,50000.0,81.0,14.0,4.0,aprueba
21.0,50000.0,68.0,2.0,11.0,reprueba
21.0,50000.0,91.0,14.0,6.0,aprueba
19.0,30000.0,67.0,3.0,10.0,reprueba
18.0,60000.0,78.0,19.0,15.0,reprueba
20.0,60000.0,70.0,18.0,12.0,reprueba
21.0,,70.0,17.0,3.0,reprueba
20.0,,85.0,17.0,5.0,aprueba
19.0,,89.0,11.0,2.0,aprueba
19.0,50000.0,99.0,4.0,3.0,reprueba
19.0,60000.0,74.0,8.0,15.0,reprueba
19.0,50000.0,87.0,7.0,2.0,aprueba
22.0,40000.0,96.0,3.0,15.0,reprueba
18.0,30000.0,89.0,12.0,4.0,aprueba
22.0,30000.0,98.0,14.0,13.0,reprueba
20.0,40000.0,78.0,20.0,3.0,aprueba
20.0,60000.0,69.0,3.0,6.0,reprueba
19.0,60000.0,96.0,6.0,6.0,aprueba
21.0,50000.0,73.0,3.0,13.0,reprueba
21.0,50000.0,77.0,2.0,12.0,reprueba
20.0,75000.0,98.0,4.0,11.0,reprueba
22.0,50000.0,98.0,2.0,14.0,reprueba
18.0,60000.0,93.0,4.0,2.0,reprueba
22.0,60000.0,95.0,8.0,6.0,aprueba
19.0,30000.0,83.0,5.0,1.0,aprueba
19.0,40000.0,68.0,10.0,13.0,reprueba
22.0,50000.0,100.0,6.0,6.0,aprueba
19.0,30000.0,73.0,20.0,3.0,aprueba
21.0,50000.0,76.0,10.0,5.0,aprueba
19.0,30000.0,73.0,13.0,2.0,aprueba
18.0,30000.0,84.0,10.0,2.0,aprueba
18.0,40000.0,95.0,9.0,1.0,aprueba
18.0,50000.0,68.0,2.0,1.0,reprueba
19.0,40000.0,75.0,4.0,15.0,reprueba
20.0,50000.0,74.0,13.0,4.0,aprueba
18.0,,84.0,18.0,6.0,aprueba
,30000.0,96.0,16.0,13.0,reprueba
,60000.0,67.0,4.0,1.0,reprueba
,50000.0,80.0,5.0,3.0,aprueba
,75000.0,89.0,7.0,6.0,aprueba
21.0,40000.0,91.0,5.0,5.0,aprueba
20.0,,86.0,8.0,13.0,reprueba
22.0,,80.0,19.0,3.0,reprueba
20.0,30000.0,89.0,7.0,3.0,aprueba
22.0,30000.0,89.0,13.0,1.0,reprueba
19.0,50000.0,77.0,8.0,15.0,reprueba
18.0,50000.0,79.0,10.0,6.0,aprueba
19.0,50000.0,71.0,4.0,11.0,reprueba
20.0,75000.0,70.0,9.0,3.0,aprueba
19.0,30000.0,72.0,3.0,12.0,reprueba
19.0,40000.0,75.0,12.0,1.0,reprueba
22.0,60000.0,71.0,15.0,3.0,aprueba
19.0,40000.0,,13.0,1.0,aprueba
19.0,30000.0,,3.0,12.0,reprueba
20.0,40000.0,74.0,10.0,3.0,aprueba
20.0,60000.0,75.0,11.0,2.0,aprueba
19.0,60000.0,71.0,19.0,6.0,reprueba
19.0,40000.0,100.0,,11.0,reprueba
19.0,75000.0,70.0,3.0,6.0,reprueba
21.0,30000.0,76.0,15.0,,aprueba
18.0,30000.0,85.0,20.0,2.0,aprueba
22.0,40000.0,80.0,4.0,1.0,reprueba
20.0,30000.0,65.0,2.0,12.0,reprueba
22.0,60000.0,78.0,8.0,6.0,aprueba
21.0,50000.0,68.0,5.0,11.0,reprueba
21.0,50000.0,85.0,3.0,14.0,reprueba
21.0,,76.0,20.0,5.0,aprueba
20.0,,92.0,19.0,2.0,aprueba
19.0,,86.0,10.0,3.0,aprueba
18.0,,84.0,18.0,3.0,aprueba
21.0,,96.0,5.0,4.0,aprueba
,40000.0,87.0,5.0,3.0,aprueba
22.0,30000.0,93.0,3.0,6.0,reprueba
21.0,40000.0,93.0,13.0,6.0,aprueba
21.0,75000.0,82.0,4.0,5.0,reprueba
20.0,50000.0,75.0,12.0,13.0,reprueba
20.0,40000.0,81.0,6.0,5.0,aprueba
22.0,60000.0,70.0,13.0,3.0,aprueba
20.0,75000.0,73.0,4.0,5.0,reprueba
21.0,60000.0,75.0,4.0,,reprueba
19.0,75000.0,73.0,5.0,3.0,aprueba
20.0,75000.0,98.0,3.0,10.0,reprueba
20.0,75000.0,76.0,7.0,6.0,aprueba
22.0,75000.0,77.0,9.0,11.0,reprueba
22.0,40000.0,73.0,4.0,15.0,reprueba
22.0,40000.0,84.0,7.0,6.0,aprueba
18.0,40000.0,72.0,4.0,3.0,reprueba
20.0,40000.0,95.0,15.0,5.0,aprueba
19.0,40000.0,86.0,2.0,10.0,reprueba
18.0,60000.0,97.0,18.0,1.0,aprueba
19.0,50000.0,77.0,10.0,5.0,aprueba
19.0,75000.0,70.0,16.0,11.0,reprueba
21.0,50000.0,80.0,2.0,5.0,reprueba
20.0,50000.0,75.0,10.0,3.0,aprueba
19.0,50000.0,91.0,4.0,15.0,reprueba
18.0,30000.0,99.0,6.0,1.0,aprueba
19.0,75000.0,71.0,4.0,12.0,reprueba
19.0,30000.0,95.0,4.0,15.0,reprueba
20.0,60000.0,93.0,19.0,1.0,aprueba
18.0,75000.0,90.0,2.0,5.0,reprueba
19.0,40000.0,85.0,7.0,5.0,aprueba
22.0,60000.0,84.0,18.0,3.0,aprueba
18.0,30000.0,77.0,17.0,12.0,reprueba
22.0,75000.0,88.0,10.0,4.0,aprueba
22.0,50000.0,94.0,6.0,6.0,aprueba
19.0,50000.0,68.0,15.0,15.0,reprueba
22.0,50000.0,73.0,19.0,4.0,aprueba
18.0,30000.0,78.0,9.0,15.0,reprueba
19.0,60000.0,77.0,17.0,1.0,aprueba
22.0,50000.0,70.0,10.0,5.0,aprueba
21.0,50000.0,74.0,14.0,6.0,reprueba
18.0,30000.0,95.0,9.0,6.0,reprueba
18.0,60000.0,78.0,10.0,4.0,reprueba
21.0,40000.0,74.0,14.0,5.0,aprueba
21.0,75000.0,65.0,2.0,10.0,reprueba
21.0,50000.0,97.0,7.0,3.0,aprueba
19.0,50000.0,98.0,4.0,12.0,reprueba
20.0,60000.0,89.0,10.0,14.0,reprueba
20.0,30000.0,75.0,9.0,6.0,aprueba
22.0,40000.0,86.0,2.0,13.0,reprueba
22.0,30000.0,96.0,4.0,12.0,reprueba
19.0,75000.0,88.0,10.0,10.0,reprueba
21.0,75000.0,68.0,3.0,5.0,reprueba
22.0,75000.0,75.0,20.0,6.0,reprueba
18.0,40000.0,83.0,16.0,5.0,aprueba
19.0,60000.0,74.0,3.0,15.0,reprueba
18.0,40000.0,79.0,3.0,10.0,reprueba
20.0,30000.0,77.0,4.0,10.0,reprueba
18.0,75000.0,78.0,15.0,4.0,reprueba
21.0,75000.0,78.0,11.0,5.0,aprueba
22.0,50000.0,73.0,6.0,1.0,aprueba
21.0,30000.0,79.0,18.0,5.0,aprueba
22.0,40000.0,81.0,20.0,6.0,aprueba
22.0,50000.0,94.0,4.0,15.0,reprueba
20.0,60000.0,72.0,4.0,14.0,reprueba
18.0,40000.0,78.0,5.0,13.0,reprueba
19.0,40000.0,73.0,4.0,2.0,reprueba
18.0,30000.0,76.0,2.0,5.0,reprueba
18.0,40000.0,79.0,2.0,14.0,reprueba
19.0,50000.0,79.0,9.0,10.0,reprueba
18.0,30000.0,73.0,6.0,1.0,aprueba
21.0,60000.0,79.0,5.0,4.0,aprueba
20.0,75000.0,65.0,2.0,14.0,reprueba
18.0,50000.0,65.0,3.0,10.0,reprueba
18.0,60000.0,79.0,16.0,13.0,reprueba
19.0,50000.0,98.0,12.0,15.0,reprueba
18.0,75000.0,77.0,3.0,1.0,reprueba
19.0,75000.0,71.0,8.0,1.0,reprueba
18.0,30000.0,80.0,3.0,10.0,reprueba
19.0,30000.0,87.0,15.0,4.0,aprueba
22.0,50000.0,87.0,4.0,5.0,reprueba
20.0,60000.0,70.0,7.0,3.0,reprueba
19.0,60000.0,79.0,11.0,2.0,aprueba
18.0,50000.0,86.0,19.0,1.0,aprueba
21.0,30000.0,87.0,15.0,13.0,reprueba
18.0,50000.0,99.0,18.0,15.0,reprueba
20.0,60000.0,74.0,2.0,14.0,reprueba
18.0,50000.0,65.0,4.0,4.0,reprueba
20.0,40000.0,88.0,10.0,2.0,aprueba
19.0,75000.0,77.0,6.0,12.0,reprueba
21.0,30000.0,94.0,5.0,4.0,aprueba
18.0,40000.0,78.0,4.0,1.0,reprueba
22.0,30000.0,97.0,10.0,6.0,aprueba
20.0,75000.0,96.0,3.0,10.0,reprueba
18.0,30000.0,71.0,13.0,3.0,aprueba
22.0,30000.0,79.0,16.0,3.0,reprueba
21.0,60000.0,71.0,8.0,1.0,reprueba
21.0,75000.0,75.0,12.0,5.0,reprueba
21.0,60000.0,71.0,17.0,3.0,aprueba
21.0,30000.0,95.0,9.0,12.0,reprueba
19.0,60000.0,96.0,16.0,3.0,aprueba
19.0,60000.0,80.0,8.0,3.0,reprueba
21.0,60000.0,98.0,6.0,2.0,aprueba
18.0,60000.0,82.0,13.0,1.0,reprueba
20.0,60000.0,86.0,17.0,5.0,aprueba
19.0,40000.0,78.0,8.0,6.0,aprueba
19.0,50000.0,97.0,17.0,4.0,aprueba
22.0,60000.0,70.0,15.0,10.0,reprueba
21.0,60000.0,74.0,4.0,12.0,reprueba
21.0,60000.0,74.0,18.0,14.0,reprueba
20.0,75000.0,77.0,8.0,5.0,reprueba
18.0,75000.0,100.0,16.0,1.0,aprueba
19.0,40000.0,79.0,3.0,3.0,reprueba
22.0,60000.0,95.0,15.0,4.0,aprueba
21.0,75000.0,94.0,11.0,13.0,reprueba
22.0,30000.0,92.0,3.0,10.0,reprueba
22.0,50000.0,70.0,20.0,6.0,aprueba
19.0,75000.0,80.0,10.0,14.0,reprueba
19.0,50000.0,89.0,10.0,6.0,aprueba
19.0,40000.0,90.0,6.0,6.0,aprueba
21.0,75000.0,98.0,7.0,14.0,reprueba
18.0,40000.0,98.0,13.0,6.0,reprueba
18.0,30000.0,74.0,10.0,4.0,aprueba
22.0,60000.0,86.0,13.0,3.0,aprueba
19.0,40000.0,78.0,18.0,5.0,aprueba
19.0,40000.0,76.0,14.0,5.0,reprueba
18.0,30000.0,72.0,20.0,10.0,reprueba
21.0,50000.0,90.0,19.0,2.0,aprueba
20.0,60000.0,99.0,12.0,3.0,reprueba
20.0,60000.0,86.0,19.0,3.0,aprueba
20.0,30000.0,76.0,15.0,12.0,reprueba
20.0,30000.0,96.0,11.0,6.0,aprueba
21.0,75000.0,78.0,13.0,3.0,aprueba
18.0,30000.0,77.0,15.0,5.0,reprueba
22.0,75000.0,97.0,3.0,11.0,reprueba
18.0,30000.0,92.0,17.0,6.0,aprueba
21.0,75000.0,75.0,7.0,11.0,reprueba
18.0,75000.0,93.0,6.0,1.0,aprueba
19.0,75000.0,73.0,2.0,2.0,reprueba
22.0,50000.0,69.0,3.0,10.0,reprueba
19.0,40000.0,85.0,4.0,4.0,reprueba
19.0,75000.0,98.0,5.0,6.0,aprueba
22.0,40000.0,94.0,17.0,3.0,aprueba
18.0,40000.0,77.0,18.0,5.0,aprueba
22.0,50000.0,95.0,5.0,14.0,reprueba
21.0,50000.0,75.0,4.0,11.0,reprueba
19.0,30000.0,81.0,16.0,2.0,reprueba
18.0,75000.0,70.0,4.0,13.0,reprueba
20.0,30000.0,79.0,17.0,13.0,reprueba
22.0,50000.0,74.0,12.0,10.0,reprueba
22.0,40000.0,100.0,13.0,2.0,aprueba
22.0,60000.0,67.0,3.0,4.0,reprueba
21.0,60000.0,74.0,7.0,14.0,reprueba
22.0,30000.0,80.0,8.0,10.0,reprueba
19.0,50000.0,89.0,17.0,10.0,reprueba
22.0,75000.0,66.0,4.0,13.0,reprueba
22.0,60000.0,96.0,18.0,14.0,reprueba
19.0,50000.0,97.0,9.0,1.0,aprueba
20.0,75000.0,95.0,7.0,3.0,aprueba
19.0,30000.0,85.0,3.0,15.0,reprueba
20.0,50000.0,72.0,12.0,12.0,reprueba
21.0,30000.0,91.0,5.0,2.0,aprueba
19.0,60000.0,95.0,9.0,3.0,aprueba
19.0,30000.0,80.0,13.0,1.0,aprueba
22.0,75000.0,72.0,14.0,6.0,reprueba
20.0,60000.0,99.0,6.0,4.0,aprueba
20.0,60000.0,83.0,12.0,12.0,reprueba
19.0,75000.0,77.0,2.0,15.0,reprueba
20.0,50000.0,95.0,17.0,4.0,aprueba
21.0,60000.0,95.0,13.0,1.0,aprueba
20.0,40000.0,95.0,18.0,6.0,aprueba
21.0,50000.0,77.0,19.0,4.0,aprueba
19.0,30000.0,79.0,16.0,15.0,reprueba
22.0,75000.0,83.0,20.0,2.0,aprueba
22.0,60000.0,86.0,8.0,12.0,reprueba
20.0,30000.0,73.0,4.0,4.0,reprueba
21.0,40000.0,78.0,12.0,15.0,reprueba
22.0,30000.0,84.0,10.0,3.0,reprueba
18.0,75000.0,76.0,12.0,5.0,aprueba
21.0,30000.0,100.0,16.0,12.0,reprueba
21.0,60000.0,99.0,8.0,2.0,aprueba
19.0,40000.0,69.0,2.0,11.0,reprueba
21.0,60000.0,74.0,9.0,15.0,reprueba
19.0,30000.0,74.0,7.0,4.0,aprueba
22.0,75000.0,67.0,8.0,15.0,reprueba
21.0,40000.0,73.0,4.0,14.0,reprueba
22.0,75000.0,75.0,2.0,13.0,reprueba
18.0,60000.0,91.0,3.0,14.0,reprueba
22.0,75000.0,66.0,3.0,12.0,reprueba
18.0,50000.0,93.0,14.0,2.0,aprueba
21.0,75000.0,72.0,2.0,12.0,reprueba
19.0,30000.0,94.0,17.0,2.0,aprueba
22.0,30000.0,83.0,4.0,15.0,reprueba
18.0,60000.0,83.0,11.0,1.0,aprueba
21.0,30000.0,80.0,9.0,6.0,aprueba
20.0,50000.0,72.0,2.0,10.0,reprueba
18.0,60000.0,81.0,3.0,15.0,reprueba
19.0,50000.0,95.0,9.0,5.0,aprueba
20.0,75000.0,98.0,19.0,2.0,aprueba
18.0,30000.0,85.0,14.0,10.0,reprueba
21.0,60000.0,72.0,3.0,12.0,reprueba
22.0,30000.0,88.0,10.0,6.0,aprueba
22.0,40000.0,79.0,5.0,11.0,reprueba
19.0,50000.0,99.0,20.0,2.0,aprueba
18.0,60000.0,71.0,10.0,3.0,aprueba
19.0,60000.0,91.0,12.0,1.0,aprueba
21.0,75000.0,68.0,3.0,10.0,reprueba
22.0,50000.0,79.0,18.0,3.0,aprueba
19.0,40000.0,67.0,16.0,3.0,reprueba
18.0,40000.0,99.0,11.0,10.0,reprueba
21.0,40000.0,75.0,4.0,11.0,reprueba
20.0,30000.0,80.0,11.0,5.0,aprueba
22.0,50000.0,78.0,3.0,14.0,reprueba
19.0,40000.0,78.0,9.0,2.0,aprueba
21.0,40000.0,72.0,17.0,4.0,aprueba
20.0,60000.0,88.0,2.0,14.0,reprueba
19.0,50000.0,72.0,8.0,5.0,reprueba
20.0,60000.0,70.0,10.0,5.0,aprueba
20.0,40000.0,89.0,4.0,14.0,reprueba
18.0,40000.0,100.0,3.0,5.0,reprueba
18.0,75000.0,72.0,17.0,5.0,aprueba
22.0,50000.0,94.0,5.0,13.0,reprueba
21.0,50000.0,95.0,19.0,5.0,aprueba
21.0,50000.0,65.0,3.0,12.0,reprueba
22.0,60000.0,72.0,4.0,1.0,reprueba
21.0,75000.0,99.0,10.0,4.0,aprueba
22.0,50000.0,69.0,5.0,10.0,reprueba
21.0,50000.0,71.0,4.0,10.0,reprueba
18.0,40000.0,72.0,13.0,12.0,reprueba
22.0,30000.0,85.0,14.0,1.0,aprueba
21.0,60000.0,78.0,4.0,10.0,reprueba
19.0,40000.0,71.0,2.0,13.0,reprueba
18.0,60000.0,71.0,2.0,1.0,reprueba
19.0,60000.0,95.0,19.0,6.0,aprueba
22.0,30000.0,95.0,13.0,14.0,reprueba
22.0,50000.0,75.0,9.0,14.0,reprueba
19.0,30000.0,87.0,11.0,13.0,reprueba
18.0,50000.0,100.0,14.0,2.0,aprueba
19.0,30000.0,89.0,20.0,5.0,aprueba
18.0,60000.0,79.0,10.0,15.0,reprueba
21.0,75000.0,78.0,19.0,13.0,reprueba
21.0,30000.0,74.0,2.0,11.0,reprueba
22.0,30000.0,97.0,16.0,4.0,aprueba
22.0,40000.0,93.0,14.0,1.0,aprueba
21.0,50000.0,79.0,8.0,14.0,reprueba
21.0,60000.0,74.0,20.0,3.0,reprueba
21.0,75000.0,100.0,15.0,12.0,reprueba
18.0,40000.0,91.0,2.0,6.0,reprueba
20.0,30000.0,84.0,17.0,2.0,reprueba
22.0,30000.0,100.0,4.0,13.0,reprueba
18.0,40000.0,98.0,15.0,5.0,aprueba
20.0,50000.0,95.0,3.0,12.0,reprueba
19.0,75000.0,82.0,14.0,4.0,aprueba
18.0,30000.0,97.0,11.0,15.0,reprueba
22.0,30000.0,100.0,12.0,1.0,aprueba
22.0,40000.0,90.0,4.0,5.0,reprueba
18.0,50000.0,100.0,15.0,2.0,aprueba
18.0,50000.0,82.0,5.0,13.0,reprueba
20.0,75000.0,89.0,14.0,6.0,aprueba
20.0,50000.0,99.0,14.0,4.0,aprueba
22.0,40000.0,94.0,2.0,11.0,reprueba
22.0,60000.0,79.0,6.0,12.0,reprueba
19.0,40000.0,94.0,6.0,13.0,reprueba
22.0,75000.0,89.0,11.0,2.0,aprueba
20.0,30000.0,72.0,8.0,1.0,aprueba
21.0,50000.0,75.0,8.0,4.0,aprueba
20.0,40000.0,81.0,3.0,2.0,reprueba
21.0,40000.0,88.0,4.0,11.0,reprueba
22.0,40000.0,80.0,11.0,10.0,reprueba
21.0,40000.0,80.0,16.0,5.0,aprueba
22.0,60000.0,77.0,4.0,15.0,reprueba
19.0,40000.0,100.0,19.0,2.0,aprueba
22.0,50000.0,73.0,19.0,2.0,aprueba
